,time,age,state,gender,occupation,covid_stress,living_with,contacts,covid_info_time,P1,P2,P3,P4,P6,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P5j,P7,P8,P9,G1,G2,G3,G4,G5,G6,G7,12grade_nextstep,12grade_choices ,12grade_W1,12grade_W2,12grade_W3,12grade_W4,12grade_W5,12grade_W6,emp_salary_cut,emp_travel,emp_transport,emp_personal_life,emp_pressure,emp_workplace,emp_workflow ,emp_layoffs,emp_fear,emp_screening,emp_canteen,emp_children,emp_body ,emp_preference,emp_performance,unemp_reason,unemp_newjob,unemp_support,unemp_borrow,school_grade,school_hours,school_focus ,school_parents_monitor,school_parents_involve,school_S1 ,school_S2,school_S3,school_S4,school_S5,school_S6,school_S7,school_S8,school_S9,school_S10,school_S11,school_S12,school_S13,school_tuition,school_body,school_rating,college_type,college_focus ,college_parents_monitor ,college_parents_involve,college_S1,college_S2,college_S14,college_S3,college_S4,college_S5,college_S15,college_S7,college_S6,college_S8,college_S9,college_S10,college_S11,college_S12,college_S13,college_hours,college_wakeup,college_rating,college_body,healthcare_contact,healthcare_extra_hours,healthcare_ppe,healthcare_stay,healthcare_mistreat,healthcare_career_risk,healthcare_salary_cut,healthcare_perks,healthcare_food,healthcare_shifts,healthcare_benifits,healthcare_regret,finalyear_plan,finalyear_hours,finalyear_change,finalyear_placements_virtual,finalyear_ms_choices,finalyear_ms_uncertain,finalyear_ms_anxious,finalyear_confidence,finalyear_placements_number,finalyear_S1,finalyear_S2,finalyear_S14,finalyear_S3,finalyear_S4,finalyear_S5,finalyear_S15,finalyear_S7,finalyear_S6,finalyear_S8,finalyear_S9,finalyear_S10,finalyear_S11,finalyear_S12,finalyear_S13,home_workload,home_sharing,home_hustle,home_financial_constraints,home_privacy,home_children,old_delivery,old_status,old_govt_benefits,old_friends,old_entertainment,old_medical_reviews,old_dependent,old_tech,healthcare_type,gad7
183,9/1/2020 6:50:54,43.0,Tamil Nadu,Female,Homemaker,Low,No,Yes. But I am not fazed by it.,<1 hour/day,10:00:00 PM,1.0,6:00:00 AM,7.0,Fairly good,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,No,No,Yes,Yes,2.0,,,,,,,,,,0
184,9/1/2020 7:06:55,35.0,Tamil Nadu,Male,Healthcare/sanitation worker or COVID-19 efforts essential worker,I've tested positive for COVID-19.,Yes,Yes. And it is worrying.,<1 hour/day,11:30:00 PM,45.0,6:00:00 AM,5.0,Fairly Bad,Three or more times a week,Three or more times a week,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week.,Not during the past month.,Not during the past month.,Nearly every day,Nearly every day,Nearly every day,More than half the days,Several days,Several days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes. I feel adequately protected.,I come home everyday.,Yes,No.,Yes,No,Yes,,None.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
185,9/1/2020 7:16:43,21.0,Karnataka,Male,Student in Final Year of College,High,No,Yes. And it is worrying.,<1 hour/day,11:00:00 PM,2.0,7:00:00 AM,6.0,Fairly good,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month.,Not during the past month.,Not during the past month.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Not at all,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,8.0,No,There is no difference,No,,No,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
186,9/1/2020 7:24:50,19.0,Tamil Nadu,Male,Student in college but not final year.,Medium,No,No.,<1 hour/day,11:00:00 PM,5.0,6:30:00 AM,7.0,Fairly good,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.Tech ECE,Yes,No,They are not involved at all.,,,,,,Very Low,,,,Very Low,,Very Low,,,,28.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
187,9/1/2020 7:29:41,24.0,Tamil Nadu,Female,Working Professional,Medium,No,No.,<1 hour/day,11:00:00 PM,10.0,6:00:00 AM,5.0,Fairly Bad,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Three or more times a week.,Three or more times a week.,Once or twice a week.,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,,,,,,,,,No,We work from home.,No,No,Yes,,No,No,0.0,We work from Home.,0.0,0.0,Yes,Going to my workplace.,It's the same as before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
188,9/1/2020 7:33:18,48.0,Tamil Nadu,Female,Healthcare/sanitation worker or COVID-19 efforts essential worker,Low,No,Yes. And it is worrying.,<1 hour/day,9:30:00 AM,10.0,6:00:00 AM,8.0,Very good,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes. I feel adequately protected.,I come home everyday.,No,No.,No,Yes,Yes,Yes. And it is adequate with proper rotation.,Free treatment,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
189,9/1/2020 7:42:36,24.0,Tamil Nadu,Male,Working Professional,Low,No,No.,<1 hour/day,12:30:00 PM,40.0,8:30:00 AM,7.0,Fairly good,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,More than half the days,Not at all,More than half the days,Not at all,More than half the days,,,,,,,,,No,"Safe, I feel like I take adequate precautionary measures and that is satisfactory.","Yes, both",No,Yes,Yes,No,Yes,0.0,Yes,0.0,0.0,Yes,Working from home.,It's the same as before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
190,9/1/2020 8:03:06,24.0,Tamil Nadu,Male,Healthcare/sanitation worker or COVID-19 efforts essential worker,Medium,Yes,Yes. But I am not fazed by it.,1-2 hours/day,11:00:00 PM,30.0,8:00:00 AM,6.0,Fairly good,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Several days,Several days,Several days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes. I feel adequately protected.,Very frequently/ permanently.,Yes,I plan to resign sometime soon. The risk to my health is too high.,Yes,,Yes,No. I feel overworked.,None.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
191,9/1/2020 8:36:55,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,No.,>3 hours/day,11:30:00 PM,78.0,7:30:00 AM,5.0,Fairly good,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month.,Not during the past month.,Three or more times a week.,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Nearly every day,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.Tech,No,No,They are not involved at all.,,,High,Medium,High,Medium,Medium,High,Low,Medium,High,High,Medium,High,Very High,28.0,Everyday.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
192,9/1/2020 9:06:21,20.0,Tamil Nadu,Male,Student in Final Year of College,Low,No,No.,<1 hour/day,11:00:00 AM,20.0,9:00:00 AM,10.0,Very good,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,3.0,Yes,There is no difference,,,,2.0,No,,,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,Very Low,,,,,,,,,,,,,,,,,,1
193,9/1/2020 9:10:55,21.0,Maharashtra,Female,Student in Final Year of College,Low,No,Yes. But I am not fazed by it.,1-2 hours/day,11:30:00 PM,45.0,6:30:00 AM,6.0,Fairly good,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Several days,Several days,Several days,More than half the days,Not at all,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,20.0,Yes,Normal process is better.,Yes,Yes. I might have to postpone applications to 2022/ the intake next year.,Yes,3.0,No,,,Low,,,,,Low,Low,Very Low,Low,Low,Low,Low,,,,,,,,,,,,,,,,,9
194,9/1/2020 9:18:51,21.0,Maharashtra,Female,Student in Final Year of College,Low,No,Yes. And it is worrying.,>3 hours/day,12:00:00 AM,5.0,8:50:00 AM,8.0,Fairly good,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,Several days,Several days,Several days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Government or Public Sector Undertaking),0.0,Yes,Normal process is better.,No,,Yes,3.0,Yes,Very Low,Very Low,,,,Very Low,,,,Very Low,Medium,Low,Very Low,,,,,,,,,,,,,,,,,,8
195,9/1/2020 9:19:00,21.0,Maharashtra,Female,Student in Final Year of College,Low,No,No.,<1 hour/day,12:30:00 AM,15.0,8:30:00 AM,7.0,Fairly good,Once or twice a week,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),10.0,Yes,,,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,,3.0,Yes,,Very Low,Very Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
196,9/1/2020 9:26:32,25.0,Maharashtra,Male,Working Professional,Low,No,Yes. And it is worrying.,<1 hour/day,11:30:00 PM,20.0,8:30:00 AM,7.0,Fairly good,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Several days,Several days,Not at all,Not at all,Not at all,Several days,Several days,,,,,,,,,Yes,"Safe, I feel like I take adequate precautionary measures and that is satisfactory.",,No,No,Yes,Yes,No,0.0,Yes,5.0,0.0,No,Going to my workplace.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
197,9/1/2020 9:34:34,21.0,Uttar Pradesh,Male,Student in Final Year of College,Medium,No,No.,<1 hour/day,1:00:00 AM,20.0,8:00:00 AM,6.0,Very good,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Less than once a week.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),40.0,Yes,Normal process is better.,,,,1.0,No,Very High,High,Medium,High,Low,Low,Low,Low,Medium,Medium,High,Very High,Very Low,Very Low,Medium,,,,,,,,,,,,,,,,0
198,9/1/2020 9:49:38,22.0,Tamil Nadu,Female,Healthcare/sanitation worker or COVID-19 efforts essential worker,Medium,Yes,No.,>3 hours/day,12:00:00 PM,5.0,6:00:00 AM,6.0,Very Bad,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes. I feel adequately protected.,Sometimes.,No,I plan to resign sometime soon. The risk to my health is too high.,No,Yes,No,No. I feel overworked.,None.,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199,9/1/2020 10:37:48,19.0,Tamil Nadu,Male,Student in college but not final year.,Low,No,No.,<1 hour/day,10:00:00 PM,15.0,6:00:00 AM,8.0,Fairly good,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Not at all,Not at all,Not at all,Several days,Not at all,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M.Tech Software Engineering,No,No,They are not involved at all.,Very Low,Very Low,,,,,Very Low,,,Very Low,Medium,Medium,,,,24.0,Everyday.,5.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
200,9/1/2020 11:05:44,20.0,West Bengal,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,1:15:00 AM,30.0,9:30:00 AM,8.0,Fairly good,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Btech CSE,No,No,They are not involved at all.,Very High,High,High,Medium,Low,Low,Low,Very High,Very High,Very High,Very High,Very High,Very High,High,Very High,80.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
201,9/1/2020 11:32:49,21.0,Maharashtra,Female,Working Professional,Medium,No,No.,<1 hour/day,12:30:00 AM,10.0,7:30:00 AM,6.0,Fairly good,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Once or twice a week,Less than once a week,Once or twice a week,Less than once a week,Once or twice a week,Less than once a week,Not during the past month.,Once or twice a week.,Less than once a week.,Several days,Several days,More than half the days,More than half the days,Not at all,Several days,Several days,,,,,,,,,Yes,"Safe, I feel like I take adequate precautionary measures and that is satisfactory.","Yes, made commuting stressful",No,Yes,Yes,Yes,Yes,2.0,Yes,3.0,2.0,No,Working from home.,Yes. It has gotten better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
202,9/1/2020 11:40:18,21.0,Tamil Nadu,Female,Student in Final Year of College,Medium,No,Yes. And it is worrying.,<1 hour/day,10:45:00 PM,20.0,7:00:00 AM,8.0,Fairly Bad,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Three or more times a week,Once or twice a week,Not during the past month,Less than once a week.,Less than once a week.,Once or twice a week.,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,More than half the days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,4.0,No,Normal process is better.,,,,5.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
203,9/1/2020 12:04:17,21.0,Maharashtra,Male,Student in Final Year of College,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,4:00:00 AM,30.0,10:00:00 AM,6.0,Fairly good,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Less than once a week.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,More than half the days,More than half the days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,45.0,Yes,This is better,Yes,Yes. I might have to postpone applications to 2022/ the intake next year.,Yes,4.0,Yes,Very Low,,Very Low,,,,,Very Low,,,,Very Low,Very Low,Very Low,Very Low,,,,,,,,,,,,,,,,9
204,9/1/2020 12:10:11,21.0,Haryana,Female,Student in Final Year of College,Medium,No,No.,<1 hour/day,4:00:00 AM,5.0,11:00:00 AM,6.0,Fairly good,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week.,Once or twice a week.,Three or more times a week.,Several days,Not at all,Several days,Several days,Not at all,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Government or Public Sector Undertaking),7.0,Yes,This is better,Yes,,,1.0,Yes,Medium,Medium,Low,Low,Very High,Medium,Medium,Medium,Very Low,Very High,Very High,Very High,Medium,Medium,Very Low,,,,,,,,,,,,,,,,4
